name,_pac,_sho,_pas,_dri,_def,_phy,_ovr,skills,wf,positions,playstyle_plus,playstyles,att_wr,def_wr
De Pievre Ilunga,77,39,50,65,48,50,55,4,3,CM,None,TECHNICAL,Medium,Medium
Luca Jaquez,53,26,36,41,54,66,55,2,3,CB,None,-,Medium,Medium
Romario Jesuraj,73,46,49,56,27,58,55,2,3,"RW,RM",None,-,High,Medium
Cody Johnson,68,47,54,58,48,51,55,2,3,CM,None,-,Low,Medium
Kaedyn Kamara,62,44,55,56,54,48,55,2,3,CM,None,-,Medium,High
Daniel Kanu,70,53,40,53,20,58,55,2,3,"ST,CF",None,-,Medium,Medium
Hisham Kasimu,72,54,38,56,25,63,55,2,2,"ST,CF",None,-,High,Medium
Gene Kennedy,66,43,50,53,51,66,55,2,3,"CB,CM,CDM",None,-,Medium,Medium
Brandon Khela,64,44,52,54,43,56,55,2,2,"CAM,CM",None,-,Medium,Medium
Kim Min Seok,71,48,45,60,41,58,55,3,3,"RWB,LM,LW",None,RAPID,High,Medium
Kim Ji Hoon,61,28,39,50,55,50,55,2,3,"RWB,RB",None,-,High,Medium
Filip Kocaba,61,42,48,53,52,66,55,2,2,CDM,None,-,Medium,Medium
Krzysztof Kolanko,70,49,47,65,22,34,55,2,3,"LW,LM",None,TECHNICAL,Medium,Medium
Rohit Kumar,54,44,49,55,50,67,55,2,3,"CM,CDM",None,-,Low,Low
Bertram Kvist,69,48,50,60,37,47,55,3,3,"ST,CAM",None,FLAIR,Medium,Medium
Kwak Seung Min,57,52,36,50,43,65,55,2,3,"ST,CF",None,-,Medium,Medium
Lalchungnunga,71,28,40,44,54,67,55,2,4,"CB,RB,LB",None,-,Medium,High
Jake Leake,69,30,43,54,50,56,55,2,2,"LWB,CB,LB",None,-,High,High
Kameron Ledwidge,69,31,45,54,54,57,55,2,2,"LWB,CB",None,-,Medium,Medium
Lee Geon Hee,54,56,38,49,21,59,55,2,3,"ST,CF",None,-,High,Medium
Lee Jong Hyun,64,29,36,50,52,50,55,2,3,"RWB,RB",None,-,High,Medium
Liu Zhurun,71,54,38,54,17,56,55,2,3,"RW,ST,CF",None,-,High,Low
Liu Xinyu,65,51,49,55,34,67,55,3,3,"RW,RM,LM",None,-,High,Medium
Klaidi Lolos,69,56,40,53,18,54,55,2,3,"ST,CF",None,-,Medium,Medium
Nathan Lowe,58,55,41,49,26,65,55,2,3,"ST,CF",None,-,High,Medium
Jakub Lutostański,68,57,37,52,18,41,55,2,2,"ST,CF",None,-,Medium,Medium
Ayom Majok,79,52,43,56,29,58,55,3,2,"ST,CF",None,RAPID,High,Low
Jovon Makama,66,55,38,52,26,67,55,2,3,"ST,CF",None,-,Medium,Medium
Aiden Marsh,70,54,38,54,21,43,55,2,3,"ST,CF",None,-,Medium,Low
Valpuia,60,27,36,36,53,70,55,2,2,CB,None,-,Medium,Medium
Henrik Molvær Melland,66,44,53,59,53,51,55,2,3,CM,None,-,Medium,Medium
Jean Baptiste Mendy,69,26,33,37,54,63,55,2,2,CB,None,-,Medium,Medium
Jevon Mills,54,27,32,37,55,63,55,2,3,CB,None,-,Medium,Medium
Bryce Miranda,80,48,47,56,36,59,55,2,4,"LW,LM",None,RAPID,Medium,Medium
Hazem Mohammed,68,43,50,60,34,62,55,3,2,"RW,RM,CAM",None,-,Medium,Medium
Hira Mondal,71,36,40,46,50,71,55,2,4,"LWB,RB,LB",None,"LONG THROW,BLOCK",High,High
Gustav Mortensen,69,29,42,55,48,49,55,2,3,"LWB,LB",None,-,Medium,Medium
Szczepan Mucha,79,53,44,62,19,42,55,2,3,"CF,ST,RM",None,-,Medium,Medium
Irsan Muric,52,54,40,48,25,65,55,2,3,"ST,CF",None,-,Medium,Medium
Drew Murray,63,24,43,35,54,57,55,2,4,CB,None,-,Medium,Medium
Kiyan Nassiri,68,56,46,59,21,50,55,2,3,"ST,CF",None,-,Medium,Medium
Harvey Neville,70,35,44,52,51,53,55,2,2,"RWB,RB",None,-,Medium,Medium
Kieran Ngwenya,70,34,43,52,53,58,55,2,3,"LWB,LB",None,-,Medium,Medium
Niu Ziyi,62,28,39,50,53,67,55,2,3,"LWB,CB,LB",None,-,Medium,Medium
Kristoffer S. Ødven,65,48,53,62,46,45,55,2,2,CM,None,-,Medium,Medium
Tani Oluwaseyi,76,56,40,52,29,53,55,3,4,"RW,ST,CF",None,-,Medium,Medium
Mohamed Ouédraogo,66,34,47,59,49,60,55,2,2,"LWB,LB",None,-,Medium,Medium
Michał Ozga,63,25,42,49,55,60,55,2,2,CB,None,-,Medium,Medium
Isaiah Parente,56,43,57,61,45,43,55,2,3,CAM,None,-,Medium,Medium
Park Chang Woo,59,37,45,54,50,52,55,2,3,"RWB,RB",None,-,Medium,Medium
Rafferty Pedder,63,38,58,58,43,40,55,2,3,"CM,CAM",None,-,Medium,Medium
Charlie Pegrum,70,43,49,57,36,40,55,2,3,"RW,RM",None,-,Medium,Medium
Ethan Pye,66,24,35,42,55,64,55,2,3,CB,None,-,High,Medium
Andreas Pyndt,77,42,49,59,50,58,55,2,3,CM,None,-,Medium,Medium
Mihnea Rădulescu,74,52,48,59,22,46,55,2,3,"RW,RM",None,-,Medium,Medium
Elmin Rastoder,58,57,39,51,20,55,55,2,3,"ST,CF",None,-,Medium,Medium
Princeton Rebello,62,43,49,60,50,58,55,2,3,"CM,CDM",None,LONG BALL PASS,Medium,High
Will Richmond,70,42,48,60,24,52,55,2,4,"LW,LM",None,-,Medium,Low
Kyle Robinson,67,53,45,53,26,60,55,2,3,"ST,CF",None,-,Medium,Medium
Alexis Rodas,62,40,53,56,58,61,55,3,3,"RW,RM,CM,LB",None,-,Medium,Medium
Alan Rodriguez,59,46,54,59,53,48,55,2,3,CM,None,-,Medium,Medium
Alberson Rodríguez,67,47,49,67,38,51,55,3,3,"CF,CM",None,TECHNICAL,High,Low
Juan Manuel Romero,61,56,40,53,20,50,55,2,3,"ST,CF",None,-,High,Low
Imari Samuels,60,27,44,55,52,55,55,2,2,"LWB,LB",None,-,Medium,Medium
Lauge Sandgrav,63,52,53,57,50,50,55,2,2,CM,None,-,Medium,Medium
Mathias Dahl Sauer,71,44,54,65,49,55,55,3,3,CM,None,FLAIR,High,Medium
Lewis Shipley,61,27,36,41,55,62,55,2,3,"CB,LB",None,-,Medium,Medium
Lewis Simper,66,47,53,57,49,54,55,2,3,"CM,CDM",None,LONG THROW,Medium,Medium
Germanpreet Singh,67,43,51,54,49,65,55,2,4,"CM,CDM",None,-,Low,High
Jitendra Singh,77,42,50,55,53,64,55,2,3,"CB,CM,CDM",None,-,Low,High
Jesper Skau,61,40,52,56,52,50,55,2,3,CM,None,-,Medium,Medium
Collin Smith,71,37,45,50,51,55,55,2,2,"RWB,RM,RB",None,-,Medium,Medium
Jakub Snopczyński,72,47,50,61,33,43,55,2,2,CAM,None,-,Medium,Medium
Ramzi Solan,80,48,46,60,46,53,55,2,2,"RW,RB,RWB",None,-,High,Low
Jason Sraha,65,25,35,38,55,67,55,2,2,CB,None,-,Medium,Medium
Sanjeev Stalin,66,26,45,51,51,57,55,2,3,"LWB,RB,LB",None,-,High,High
Alexandru Stan,61,52,45,55,26,61,55,2,3,"ST,CF,LW",None,-,Medium,Medium
Mihailo Stevanovic,67,41,50,62,53,52,55,2,3,CM,None,-,Medium,Medium
Jonah Sticker,63,28,48,46,51,54,55,2,2,"RWB,RB",None,-,Low,Medium
Leon Suzuki,66,34,42,39,55,59,55,2,3,CB,None,-,Medium,Medium
Kian Taylor,69,34,47,50,54,59,55,2,3,"RWB,CB",None,-,Medium,Medium
Jano ter Horst,63,21,35,34,56,61,55,2,3,CB,None,-,Medium,Medium
Gideon Tetteh,67,51,48,56,35,42,55,2,3,"RW,RM,LW",None,-,Medium,Low
Dylan Teves,66,51,50,56,44,46,55,2,3,"RW,RM,CM",None,-,Medium,Medium
Oliver Tipton,53,43,44,38,54,61,55,2,3,"CB,CDM",None,-,Medium,Medium
Krzysztof Toporkiewicz,72,54,43,56,18,47,55,2,2,"ST,CF",None,-,Medium,Low
Filip Trpcevski,70,54,49,60,26,37,55,2,3,"RW,ST,CF",None,-,High,Medium
Cem Üstündag,68,41,54,64,43,44,55,2,2,CM,None,-,Medium,Medium
Muhammed Uvais,63,34,38,48,54,66,55,2,4,"LWB,RB,CB,LB",None,-,Medium,High
Oskar van Hattum,83,53,43,57,39,65,55,2,2,"RW,ST,CF,RB",None,-,High,Medium
Diego van Oorschot,75,58,48,58,28,40,55,3,3,"RW,ST,CF",None,-,Medium,Medium
Edwin Sydney Vanspaul,72,34,50,54,50,70,55,2,2,"RB,CDM",None,-,Medium,High
Jakob Vester,71,40,52,62,51,52,55,2,3,CM,None,-,Medium,Medium
Caylan Vickers,70,44,50,63,34,39,55,2,2,"RW,CAM",None,-,High,Medium
Eyram Viegbe,58,33,48,53,54,50,55,2,3,CDM,None,-,Medium,Medium
Gino Vivi,67,52,52,59,29,43,55,3,4,CAM,None,-,Medium,Medium
Luke Wade-Slater,66,52,53,55,50,59,55,2,2,"RW,RM",None,-,High,Medium
Wang Xianjun,67,37,48,50,52,59,55,2,2,CB,None,-,Medium,Medium
Wang Jiahao,69,51,50,59,29,40,55,3,3,"RW,RM",None,-,Medium,Low
Christie Ward,70,53,54,56,52,54,55,2,3,"CB,CAM,CDM",None,-,Medium,Medium
Adam Wells,54,28,44,46,54,64,55,2,3,"CB,LB,CDM",None,-,Medium,Medium
Viktor Widell,67,37,46,52,50,57,55,2,3,"RWB,RB",None,-,Medium,Medium
Rasmus Wikström,65,29,42,46,56,58,55,2,3,CB,None,-,Medium,Medium
Yan Zhiyu,72,28,35,49,57,46,55,2,3,"RWB,LWB,RB",None,-,Medium,Medium
Yao Daogang,61,31,39,47,58,61,55,2,2,"CM,CDM",None,-,Medium,Medium
Besfort Zeneli,70,52,47,61,22,43,55,3,3,"LM,LW",None,-,Medium,Medium
Zhang Huachen,70,44,54,57,56,61,55,2,3,"CM,CDM",None,-,Medium,Medium
Zhao Jianfei,69,25,33,45,54,63,55,2,3,"CB,RB,CDM",None,-,Low,Medium
Rami Zouaoui,69,47,52,61,32,52,55,2,3,"CAM,CM",None,-,Medium,Medium
Halik Abraham,69,41,53,60,44,60,54,3,3,"CM,CDM",None,TECHNICAL,Medium,Medium
Aaron Akalé,63,55,39,55,19,47,54,3,3,"ST,CF",None,-,Medium,Medium
Sultan Al Akouz,68,46,50,54,31,45,54,2,3,"LW,LM",None,-,Medium,Medium
Dhari Al Enazi,63,30,41,45,52,53,54,2,2,"LWB,LB",None,-,Medium,Medium
Adeeb Al Haizan,76,54,44,52,24,58,54,2,3,"ST,CF",None,-,Medium,Medium
Ziyad Al Jari,52,30,32,37,54,64,54,2,3,CB,None,-,Medium,Medium
Hassan Al Slais,49,55,35,49,20,69,54,2,3,"ST,CF",None,-,Medium,Medium
Kaden Amaniampong,69,24,44,43,54,53,54,2,3,CB,None,-,Medium,Medium
Dirk Asare,70,32,46,54,51,61,54,2,3,CDM,None,-,Medium,Medium
Leon Avdullahu,60,35,49,56,50,56,54,2,3,CDM,None,-,Medium,Medium
Daniel Babb,60,38,43,48,52,52,54,2,3,"RWB,RB",None,-,Medium,High
Ahmed Bahusayn,64,48,55,57,49,57,54,2,4,"CM,CAM",None,-,Medium,Medium
Brendan Barr,62,41,49,56,49,60,54,2,3,"CAM,RB,CDM",None,-,Medium,Medium
Emil Benny,70,45,55,57,42,54,54,2,4,"RM,CAM,LM",None,TECHNICAL,Low,High
Kevin Berkoe,78,28,34,50,48,60,54,2,3,"LWB,LB",None,-,Medium,Medium
Eirik Blikstad,59,28,40,50,54,50,54,2,3,CB,None,-,Medium,Medium
Magnus Bøttker,68,50,45,55,21,58,54,2,3,"ST,CF,CAM",None,-,Medium,Medium
Matthew Bozinovski,33,27,32,34,53,69,54,2,2,CB,None,-,Low,Medium
Jed Brown,87,44,44,50,25,41,54,2,2,"LW,CAM,LM",None,-,High,Medium
Cosmin Bucuroiu,73,48,47,58,25,42,54,2,2,"RW,RM,CAM,LW",None,-,Medium,Medium
Livan Burcu,64,44,51,57,50,50,54,2,3,CM,None,-,Medium,Medium
Tobías Cabrera,65,52,43,55,16,43,54,2,2,"ST,CF",None,-,Medium,Medium
Cai Mingmin,62,44,58,54,44,49,54,2,2,"RM,CM",None,-,Medium,Medium
Max Caputo,63,52,43,50,29,61,54,2,3,"ST,CF",None,-,Medium,Medium
Sauvik Chakrabarti,60,42,46,51,52,67,54,2,4,"RB,CDM",None,-,Low,High
Josh Chambers,71,48,51,57,28,42,54,3,3,"CAM,CM",None,TECHNICAL,Medium,Low
Chen Jie,55,43,49,57,56,69,54,2,3,"CM,CDM",None,-,Low,High
Chen Keqiang,56,52,50,56,44,56,54,2,3,"LW,CM,LM",None,-,Medium,Medium
Ajay Chhetri,55,38,47,50,49,65,54,2,4,"CM,CDM",None,SLIDE TACKLE,Medium,Medium
Ayush Chhetri,63,38,48,56,49,58,54,2,4,"CM,CDM",None,-,Medium,High
Makan Winkle Chothe,76,44,50,56,21,38,54,2,3,"RW,RM,CF,LW",None,-,Medium,Low
Éanna Clancy,54,25,41,43,54,57,54,2,2,CB,None,-,Medium,Medium
Chay Cooper,73,49,52,58,35,46,54,3,3,"RM,CAM,LM",None,FLAIR,Medium,Medium
Joel Cotterill,59,43,54,53,47,53,54,2,3,CM,None,LONG BALL PASS,Medium,Medium
Kieran Cruise,64,30,44,50,50,51,54,2,3,"LWB,LB",None,-,Medium,Medium
Rohit Danu,76,52,46,55,26,43,54,2,3,"ST,LM,LW",None,-,Medium,Medium
Sourav Das,42,36,49,52,48,68,54,2,3,"CM,CDM",None,-,Low,High
Malik Deme,69,47,47,60,26,38,54,3,3,"RW,RM",None,-,Medium,Medium
Mark Dignam,50,41,50,55,50,60,54,2,3,"RW,RM,LB,LM",None,-,Medium,High
Matthias Dollinger,71,24,39,52,51,47,54,2,3,"LWB,LB",None,-,Medium,Medium
Sam Durrant,68,46,52,57,37,44,54,3,3,"ST,CAM",None,-,Medium,Low
Michael Edwards,52,27,32,32,52,68,54,2,2,CB,None,-,Medium,High
Ilias El Hari,67,51,45,61,24,39,54,2,3,"RW,RM",None,-,Medium,Medium
Nassim Elouarti,56,46,51,52,52,52,54,2,2,"LWB,CDM",None,-,Medium,Medium
Florian Engelhardt,67,39,50,52,54,49,54,2,3,CDM,None,-,Medium,Medium
Bento Estrela,80,39,54,62,37,54,54,4,4,"CM,CAM",None,"TECHNICAL,FLAIR",High,Low
Fei Ernanduo,60,52,38,52,18,55,54,3,3,"ST,CF",None,-,High,Medium
Marcus Ferkranus,48,21,37,33,55,60,54,2,2,CB,None,-,Low,Medium
Sam Gale,65,35,41,41,51,68,54,2,3,"CB,CDM",None,-,Low,Medium
Saviour Gama,73,42,44,53,46,54,54,2,2,"LWB,LB,LM",None,-,Medium,Medium
Carlos Gavilán,68,49,51,55,36,54,54,3,2,"ST,CAM",None,-,Medium,Medium
Parthib Gogoi,83,50,46,56,25,49,54,2,3,"RW,RM",None,-,Medium,Low
Sarthak Golui,72,31,34,49,50,70,54,2,3,"RWB,CB,RB",None,-,Low,High
Joe Gubbins,54,25,35,37,54,59,54,2,2,CB,None,-,Medium,Medium
Gideon Guzy,68,26,41,52,47,54,54,2,3,"LWB,LB",None,-,Medium,Medium
Ramon Guzzo,66,32,44,44,55,57,54,2,3,"CB,LB",None,-,Medium,Medium
Michael Halliday,67,29,43,48,49,58,54,2,3,"RWB,RB",None,-,Medium,Medium
Han Dong,73,53,46,55,28,53,54,2,2,"ST,LW,LM",None,-,Medium,Medium
Simen Vatne Haram,63,30,37,45,54,52,54,2,2,"CB,CDM",None,-,Medium,Medium
Finn Hetzsch,70,33,46,52,47,52,54,2,3,"LWB,LB",None,-,Medium,Medium
Donal Higgins,64,48,52,58,50,59,54,2,4,"CM,LM,CDM",None,-,Medium,Medium
Lucas Høgsberg,70,25,40,52,46,58,54,2,2,"RWB,RB",None,-,Medium,Medium
Matúš Holíček,74,47,47,56,31,52,54,4,4,"LW,CAM,LM",None,"TECHNICAL,FLAIR",High,Medium
Corey Hollman,71,48,54,56,48,55,54,2,3,"CM,CAM",None,-,High,Medium
Stian Aarønes Holte,53,31,37,34,53,61,54,2,2,CB,None,-,Medium,Medium
Joshua Honohan,63,34,46,53,54,57,54,2,3,"LWB,CB,RWB",None,-,Medium,Medium
Hu Jing,61,27,34,39,56,56,54,2,3,CB,None,-,Medium,Medium
Bradley Ihionvien,78,51,40,52,24,62,54,2,2,"ST,CF",None,-,Medium,Medium
Brooklyn Ilunga,77,48,47,55,47,52,54,2,4,"LWB,LB,LW",None,-,High,Low
Mustapha Isah,82,41,43,64,21,34,54,4,3,"RW,RM",None,-,Medium,Low
Luca Jaquenoud,62,30,42,46,53,55,54,2,3,"RWB,RB",None,-,Medium,Medium
Jiang Zilei,75,45,49,53,39,59,54,3,2,"RW,RM",None,-,Medium,Medium
Zak Johnson,63,28,40,52,55,55,54,2,3,"CB,RB",None,-,Medium,High
Jarlath Jones,59,39,48,48,52,55,54,2,2,"LWB,LB",None,-,Medium,Medium
Rory Jordan,66,51,49,57,34,46,54,2,3,"LW,CAM,LM",None,-,Medium,Medium
Wiktor Kamiński,69,54,38,53,22,53,54,2,2,"ST,CF",None,-,Medium,High
Hamzad Kargbo,54,54,41,48,26,67,54,2,2,"ST,CF",None,-,Medium,Medium
Noah Karunaratne,68,45,47,63,35,50,54,3,2,"CAM,LM,LW",None,TECHNICAL,Medium,Low
Prasanth Karuthadathkuni,82,41,48,54,26,53,54,2,3,"RW,RM",None,-,Medium,Medium
Cian Kavanagh,63,51,50,53,25,64,54,2,3,"ST,CF",None,-,Medium,Medium
Lukas Kelly-Heald,65,37,46,49,51,60,54,2,3,"LWB,CB,LB",None,-,High,Medium
Imran Khan,69,45,50,56,49,50,54,2,3,"RM,LW,CAM,LM",None,-,Medium,Low
David Kubatta,54,22,37,31,53,66,54,2,3,CB,None,-,Medium,Medium
Ajith Kumar,72,32,41,50,48,59,54,2,2,"RWB,RB,LB",None,-,High,Medium
Anton Kurochkin,65,45,48,59,32,43,54,3,3,"LW,LM",None,-,Medium,Medium
Krzysztof Kurowski,74,25,39,49,48,50,54,2,3,"LWB,LB",None,-,Medium,Medium
Miłosz Kurowski,62,44,50,61,33,47,54,2,3,CAM,None,-,Medium,Medium
Provat Lakra,72,29,41,50,48,69,54,2,4,"RWB,RB,LB",None,-,Low,Low
Dinpuia,58,36,37,42,53,65,54,2,3,"CB,RB",None,-,Low,Medium
Mateusz Lechowicz,62,28,33,33,55,62,54,2,2,"CB,CDM",None,-,Medium,Medium
Lee Kang Han,59,47,44,52,49,52,54,2,3,"RWB,RB",None,-,Medium,Medium
Liang Shaowen,70,50,40,48,51,64,54,2,2,CB,None,-,Medium,Medium
Andréa Librici,64,43,55,59,50,50,54,2,3,"CM,CDM",None,-,Medium,Medium
Alexander Hedén Lindskog,60,25,41,50,53,60,54,2,3,CB,None,-,Medium,Medium
Ahmed Longmire,63,25,31,33,55,65,54,2,2,CB,None,-,Low,Medium
Lü Zhuoyi,73,49,45,56,46,47,54,2,3,"LWB,LB",None,-,High,Medium
Jack Lynn,51,57,43,48,25,56,54,2,3,"ST,CF",None,-,Medium,Medium
Matty Macarthur,77,43,47,57,26,44,54,3,2,"RM,LW,CAM,LM",None,TECHNICAL,High,Medium
Jithin MS,78,48,49,56,33,55,54,2,4,"CAM,LM,LW",None,RAPID,High,Low
Mohammed Mahzari,80,42,51,58,48,63,54,2,3,"CM,CDM",None,-,High,High
Saurav Mandal,76,46,49,52,30,53,54,2,3,"RW,RM,LM",None,-,Medium,Medium
Ninthoi Meetei,87,42,44,56,29,43,54,3,3,"RW,RM",None,TECHNICAL,Medium,Medium
Jack Milne,60,34,53,49,51,57,54,2,2,"CB,CDM",None,-,Medium,Medium
Zach Mitchell,68,28,37,39,53,66,54,2,3,"CB,CDM",None,-,High,Medium
Liam Möller,73,48,51,56,34,46,54,2,4,"RW,CAM",None,-,High,Medium
Isaac Moore,69,40,51,53,46,60,54,2,3,CM,None,-,Medium,Medium
Claudiu Negoescu,70,43,45,57,32,43,54,2,2,"RW,RM,LM",None,-,High,Medium
Ronny Nelson,55,21,39,37,55,57,54,2,2,CB,None,-,Medium,Medium
Kitt Nelson,65,46,52,59,35,36,54,2,3,CAM,None,-,Medium,Medium
Danny Norris,64,50,48,56,42,48,54,3,4,"LW,LB,LM",None,TECHNICAL,Medium,High
Connor O'Brien,77,29,43,52,45,58,54,2,3,"RWB,RB,LB",None,-,High,Medium
Taulant Parallangaj,54,25,31,32,53,63,54,2,3,CB,None,-,Medium,Medium
Niclas Holm Pedersen,69,49,47,59,25,43,54,2,2,"LW,LM",None,-,Medium,Low
Jonathan Perez,73,50,48,58,26,38,54,2,3,"RW,RM",None,-,Medium,Medium
Aaron Pickles,58,26,32,38,53,67,54,2,3,CB,None,-,Medium,Medium
Jakub Pochcioł,62,35,48,56,52,56,54,2,2,CDM,None,-,Medium,Medium
Robert Marian Popescu,72,45,48,56,25,52,54,2,3,"LW,LM",None,-,Medium,Medium
Oscar Priestman,70,42,49,52,48,62,54,2,3,"CM,RB,CDM",None,-,Medium,High
Mobashir Rahman,67,48,50,56,48,67,54,2,3,"CM,CDM",None,-,Medium,High
Amey Ranawade,72,26,39,51,49,58,54,2,3,"RWB,RB",None,-,Low,High
Jayesh Rane,70,50,53,59,39,61,54,3,4,"RM,CM",None,TECHNICAL,Medium,Low
Sumit Rathi,71,33,42,49,50,66,54,2,3,"LWB,CB,LB",None,-,Low,High
Frederik Recktenwald,76,35,44,59,49,36,54,2,2,"RWB,RB",None,-,Medium,Medium
Miguel Reichmuth,54,42,54,61,53,39,54,2,2,"CM,CDM",None,-,Low,Medium
Wilfredo Rivera,77,42,47,55,25,41,54,4,2,"LW,LM",None,-,Medium,Medium
Alessio Rizza,60,31,33,48,53,53,54,2,2,"LWB,LB",None,-,Medium,Medium
Jannik Robatsch,65,27,42,44,53,58,54,2,3,"CB,RB",None,-,Medium,Medium
Rochharzela,73,42,52,58,32,39,54,3,3,"RW,RM,CAM,LW",None,-,High,Medium
Noah Rupp,59,48,56,57,42,49,54,2,3,"CM,CAM",None,-,Medium,Medium
Mansour Saeed,69,32,43,53,49,62,54,2,3,"LWB,LB",None,-,Medium,Medium
Alex Saji,65,31,38,42,53,66,54,2,3,"RWB,CB,RB",None,-,Low,Medium
Samuel Sandoval,68,44,47,54,29,56,54,2,2,"RW,LW,CAM,LM",None,-,Medium,Medium
Zac Sapsford,78,50,46,55,32,53,54,2,3,"CF,ST,RM,CAM",None,-,Medium,Low
Josh Seary,73,38,49,53,46,55,54,2,3,"RWB,RB",None,-,High,Medium
Johannes Selvén,81,47,47,58,26,35,54,2,3,"RW,RM",None,RAPID,Medium,Medium
Parag Shrivas,64,28,42,45,53,67,54,2,4,"CB,RB,LB",None,-,Medium,Medium
Hussain Sibyani,80,25,38,55,47,49,54,2,3,"LWB,LB",None,-,Medium,Medium
Huidrom Singh,66,28,37,51,51,52,54,2,3,"LWB,LB",None,-,High,Medium
Jiteshwor Singh,47,37,46,56,49,46,54,2,3,"CM,CDM",None,-,Low,High
Bidyashagar Singh,64,51,43,56,35,59,54,2,3,"ST,CF",None,-,Medium,Medium
Amarjit Singh Kiyam,71,42,52,59,49,58,54,2,3,"CM,RB,CDM",None,-,Medium,Low
Melvin Sjöland,64,42,56,55,39,51,54,2,3,CM,None,-,Medium,Medium
Bailey Sloane,68,28,37,49,51,48,54,2,3,"LWB,LB",None,-,Medium,Medium
Scott Smith,63,47,53,55,46,57,54,2,3,"CM,CDM",None,-,Medium,Medium
Harrison Sodje,71,38,43,48,50,63,54,2,3,"LWB,CB,LB",None,-,Medium,High
Michael Soosairaj,71,48,49,54,46,55,54,2,3,"LM,LB,LW",None,FINESSE SHOT,Medium,Low
Răzvan Andrei Tănasă,74,44,54,56,43,50,54,2,2,CM,None,-,Medium,Medium
Joe Taylor,68,55,36,45,20,57,54,2,2,"ST,CF",None,-,High,Medium
Sam Taylor,67,55,35,51,17,48,54,2,3,"ST,CF",None,-,High,Low
Saliou Thioune,63,47,50,60,36,49,54,3,3,CAM,None,-,Medium,Medium
Redeem Tlang,77,45,48,56,29,53,54,2,3,"RW,RM,LW",None,-,Medium,Medium
Karlo Tomašec,59,34,44,44,55,58,54,2,4,"CB,RB",None,-,Medium,Medium
Christian Torres,64,54,45,56,23,47,54,2,3,"RW,ST,RM",None,-,Medium,Low
Musa Toure,83,46,46,55,30,40,54,3,3,"RW,RM",None,TECHNICAL,High,Low
Jacob Trenskow,66,46,52,57,46,44,54,2,2,"RW,RM,CM",None,-,Medium,Medium
Isak Vanlalruatfela,68,49,52,57,40,42,54,2,3,"RW,LM,LW",None,-,High,Low
Fabio Vargas,60,28,38,52,51,50,54,2,2,"RWB,RB",None,-,Medium,Medium
Kateřina Vithová,60,50,54,55,27,55,54,3,3,"LW,LM",None,-,Medium,Low
Roberto Voican,62,42,57,56,41,40,54,2,2,CM,None,-,Medium,Low
Yannick Vötter,68,55,45,62,24,40,54,2,3,"ST,CF",None,-,Medium,Medium
Tomasz Walczak,64,53,40,51,19,56,54,2,2,"ST,CF",None,-,Medium,Medium
Wei Lai,56,27,28,42,59,53,54,2,2,CB,None,"ACROBATIC,BLOCK",Medium,Medium
Fabian Wilfinger,67,43,53,54,44,61,54,2,3,CM,None,-,Medium,Medium
Jay Williams,65,27,38,45,53,64,54,2,3,"CB,CDM",None,-,Medium,Medium
Josh Woods,77,53,42,55,19,51,54,2,2,"ST,CF",None,-,High,Medium
Wu Wei,62,47,50,54,54,69,54,2,3,"CM,CDM",None,-,Medium,Medium
Laurence Wyke,55,24,30,37,54,62,54,2,2,CB,None,-,Medium,Medium
Yang Zihao,68,28,38,44,50,64,54,2,3,"LWB,CB,LB",None,-,Medium,Medium
Ablikim Abdusalam,55,38,49,57,42,46,53,3,3,"LW,LM",None,TECHNICAL,Medium,Medium
Babajide Adeeko,65,42,51,58,46,51,53,2,4,CM,None,-,Medium,Medium
Ayush Adhikari,68,45,50,57,50,54,53,2,3,CM,None,-,Low,Medium
Malek Al Darwish,69,47,49,53,36,46,53,2,2,"LWB,RM,RW,LM",None,-,Medium,Medium
Turki Al Mutairi,81,49,36,53,17,60,53,2,3,"ST,CF",None,-,Medium,Medium
Othman Al Othman,78,44,44,54,19,33,53,2,3,"RW,ST,RM",None,-,Medium,Medium
Faisal Ali,81,48,46,54,29,56,53,2,3,"RW,RM,LW",None,RAPID,Medium,Medium
Sebastian Anderson,54,32,43,53,50,52,53,2,2,"RWB,RB",None,-,Medium,Medium
Jamie Andrews,59,46,57,55,40,49,53,2,3,"CM,CAM",None,-,Medium,Medium
Mayowa Animasahun,58,25,28,38,56,57,53,2,2,CB,None,-,Low,Medium
Joel Anker,63,47,54,54,38,39,53,2,3,"CM,CAM,LW",None,-,Medium,Medium
David Bendrik,64,36,48,50,49,56,53,2,2,"RWB,CB,CM,RB",None,-,Medium,Medium
Xavier Benjamin,54,32,40,43,51,58,53,2,2,"CB,CDM",None,-,Medium,Medium
Kenan Bilalovic,67,42,52,54,36,53,53,2,3,"CAM,CM",None,-,Medium,Medium
Love Björnson,69,53,45,52,25,54,53,2,3,"ST,CF",None,-,Medium,Medium
Nathanael Blair,80,50,36,47,28,69,53,2,3,"ST,CF",None,-,Medium,Medium
Alexandru Blidar,78,37,48,56,37,39,53,2,2,"RW,RM,LM",None,-,Medium,Medium
Oskar Boesen,63,44,51,57,44,57,53,2,3,"RM,CM",None,-,Medium,Medium
Stephen Bolma,64,38,52,57,47,45,53,2,3,CM,None,-,Medium,Medium
Gaurav Bora,57,27,41,37,51,69,53,2,3,"CB,CDM",None,-,Low,Medium
